Address,Area,Longitude,Latitude,Living area (m2),Rooms,Floor,Rent,Sold date,Listed price,Sold for (SEK),LongitudeXLatitude
Västeråsgatan 9,Vasastan,18.04147027,59.34683047,69,3,3,3469,2017-10-26,6475000,6400000,1070.70407754324
Lina Sandells Plan 3,Hägersten-Liljeholmen,17.96141513,59.28441611,66,3,1,4443,2017-10-26,2695000,2695000,1064.83200849137
Folkungagatan 84,Södermalm,18.07953715,59.31486908,41,2,3,1630,2017-10-26,3295000,3925000,1072.38537907925
Knypplerskevägen 34,Bromma,17.93312564,59.33869337,33,1,0,2195,2017-10-26,1495000,1970000,1064.12824351765
Sveavägen 87,Vasastan,18.05349095,59.34492913,80,3,2.5,3441,2017-10-26,6995000,6800000,1071.38314097685
Doktor Widerströms gata 31,Fastighetsbyrån Hägersten,17.95848861,59.2876398,68,3,0.5,3863,2017-10-26,2595000,2970000,1064.71640406208
Magnus Ladulåsgatan 27,Fastighetsbyrån Södermalm,18.06258795,59.31218396,116,6,4,5482,2017-10-26,7250000,7800000,1071.33153928408
Styrbordsgatan 4,Fastighetsbyrån Hammarby Sjöstad,18.10200307,59.30281153,83.5,3,6,4870,2017-10-26,5150000,5150000,1073.49967637569
Fruängstorget 3,Fastighetsbyrån Hägersten,17.96388101,59.28618115,30,1,6,2244,2017-10-26,1995000,2325000,1065.00990371591
Råggatan 14,Södermalm,18.06750458,59.30659918,31,1,1,1864,2017-10-26,2475000,2620000,1071.52225230887
Sköntorpsvägen 111,Årsta,18.0506078,59.30082263,32,1,6,2226,2017-10-26,2175000,2460000,1070.41589151149
Frövigatan 24,Hagsätra,18.01824,59.2646,66,3,1,3509,2017-10-26,1995000,2420000,1067.843786304
Sibeliusgången 44,Akalla,17.9101932,59.41624306,45.6,2,6,2897,2017-10-26,1775000,1900000,1064.15639242276
Järnlundsvägen 22,Årsta,18.0368793,59.29745916,55,2,7,3242,2017-10-26,2775000,3150000,1069.5411136656
Selebovägen 4,Enskede,18.06753922,59.27245331,90,4,3,5302,2017-10-26,3650000,4000000,1070.90737484404
Harry Martinsons gata 3,Kungsholmen,18.00766945,59.33933258,71,3,3,2746,2017-10-26,5395000,5300000,1068.56308648426
Fredhällsgatan 3,Fredhäll,18.00219886,59.33119353,40.5,2,2,1820,2017-10-26,2995000,3100000,1068.09194452821
Kyndelsmässogränd 11,Hägersten,18.0024128,59.29965591,42,2,3,3159,2017-10-26,2850000,3000000,1067.53688458978
Wallingatan 11,Norrmalm,18.05712461,59.33690484,21,1,1,1518,2017-10-26,2280000,2610000,1071.45388466759
Pastellvägen 14,Blåsut,18.08674693,59.29220541,82,3,2,3949,2017-10-26,3195000,3850000,1072.40311417225
Bäverdammsgränd 86,Rågsved,18.03287745,59.25188508,90.5,4,1,5544,2017-10-26,1895000,2420000,1068.48198232912
Årstavägen 51,Årsta,18.0512774,59.29671416,78,3,2,5171,2017-10-26,3495000,3875000,1070.38143621067
Vattenledningsvägen 31,Midsommarkransen,18.01164508,59.30365415,25,1,2,1997,2017-10-26,1995000,2340000,1068.15637049687
Lerbäcksgränd 15,Hagsätra,18.02142978,59.25968425,37,1,1,2886,2017-10-26,1595000,1920000,1067.94423849635
Tobaksspinnargatan 4,Södermalm,18.03057222,59.31813983,98,3.5,1,3623,2017-10-26,7195000,8100000,1069.54000416087
Stamgatan 33,Östberga,18.03689968,59.28496293,48,2,2,3358,2017-10-26,1695000,1800000,1069.31692890093
Södermalmstorg 8,Södermalm,18.070364,59.32007006,23,1,4,1314,2017-10-26,2195000,2600000,1071.9352584897
